age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
73,F,166,Célibataire,0,false,7467 TJ 65
56,M,1073,Célibataire,0,false,2530 WX 32
24,F,489,En Couple,3,false,8567 UT 90
46,M,823,Célibataire,0,false,6292 OH 82
19,F,155,Célibataire,0,false,6073 YE 22
24,M,458,En Couple,4,false,9676 PG 40
37,M,798,Seule,3,false,1504 XJ 57
67,F,422,En Couple,0,false,9217 RO 29
26,M,1391,En Couple,0,false,1802 TA 89
55,F,425,Célibataire,0,false,4243 YR 28
55,M,187,Seule,1,false,3770 EH 44
83,M,190,Célibataire,0,false,3388 SS 83
58,F,547,Célibataire,0,false,32 ET 31
23,F,583,En Couple,3,false,7601 JS 52
64,M,443,En Couple,1,true,1254 SE 36
18,Masculin,419,En Couple,1,false,4016 EM 21
43,M,517,En Couple,3,false,79 JX 82
42,M,175,Célibataire,0,false,7025 ZL 18
48,M,174,Célibataire,0,false,8281 BO 68
44,M,467,En Couple,4,false,9111 QF 29
21,M,448,En Couple,0,false,5929 PT 57
56,M,534,En Couple,4,false,8254 NX 68
22,M,466,En Couple,0,false,1747 SO 22
19,M,1271,En Couple,3,false,9132 ET 20
39,M,455,En Couple,0,true,6784 RS 27
51,M,879,Célibataire,0,false,4577 OC 53
30,M,597,En Couple,1,true,6359 YY 23
79,M,471,En Couple,2,true,7945 RN 45
33,M,497,Célibataire,0,false,8679 KU 53
21,M,517,En Couple,1,false,854 EL 48
32,M,168,En Couple,0,false,5977 DX 98
56,F,960,En Couple,1,false,5112 HZ 34
32,F,591,Célibataire,0,false,2176 RH 45
21,M,433,En Couple,4,false,9239 KN 11
32,M,1382,En Couple,2,false,4857 HH 35
29,M,455,Célibataire,0,false,1124 CG 35
18,M,801,Célibataire,0,false,8029 ME 87
37,M,248,Célibataire,0,false,3198 NV 32
56,M,192,En Couple,4,false,2012 PN 82
56,F,762,En Couple,0,false,9992 KQ 13
50,M,489,Seule,3,false,1298 GE 64
18,M,553,En Couple,2,false,5717 BV 61
57,M,710,En Couple,0,false,3332 SZ 41
25,F,542,En Couple,1,false,5471 XB 89
46,F,160,En Couple,4,false,4225 VD 91
49,F,1161,Seule,1,false,921 RN 49
36,M,503,Célibataire,0,false,8402 PG 25
30,M,535,En Couple,0,false,8785 QC 96
44,M,239,En Couple,4,false,748 WX 81
55,F,419,En Couple,1,false,1410 GH 46
53,M,193,En Couple,1,true,2026 YE 58
22,M,839,En Couple,4,true,7035 LK 95
24,F,1325,En Couple,2,false,8693 DD 20
54,M,528,Célibataire,0,false,5083 SP 77
58,F,246,En Couple,2,false,7422 XU 59
84,M,592,En Couple,0,false,6551 TE 90
77,M,584,Seule,1,false,6912 TC 30
67,M,467,En Couple,4,false,5695 QW 93
25,M,244,En Couple,2,false,8480 KJ 77
57,F,184,Célibataire,0,false,1950 ZI 46
24,F,466,Seule,2,false,2526 GE 12
49,M,406,Célibataire,0,false,8825 VM 59
41,M,447,En Couple,2,false,1507 DW 10
60,M,1258,En Couple,1,true,4428 GT 70
43,M,247,En Couple,0,false,2915 PA 62
59,F,1347,En Couple,0,false,1362 HV 78
21,M,424,Célibataire,0,false,1194 JQ 55
25,M,419,En Couple,0,false,5612 DG 13
45,M,179,En Couple,1,false,112 JS 42
81,M,179,En Couple,0,false,2470 BC 77
62,M,486,En Couple,1,false,3063 HW 69
28,M,480,Célibataire,0,false,9255 KQ 35
84,M,594,Célibataire,0,false,4329 ZN 23
21,F,199,En Couple,2,false,3246 MH 26
63,F,401,En Couple,2,false,5436 BY 41
59,Homme,194,Célibataire,0,false,3784 AD 81
24,M,234,En Couple,2,false,8671 KI 36
33,M,581,En Couple,2,false,4870 QD 31
26,F,242,En Couple,4,false,156 SR 85
23,F,401,Célibataire,0,false,4249 BT 13
42,M,1186,En Couple,0,false,2646 NO 43
23,F,956,En Couple,0,false,6040 SM 61
24,M,1125,En Couple,1,false,8938 BP 66
45,F,229,En Couple,4,false,6502 OU 20
37,F,463,En Couple,3,true,3887 PJ 95
29,M,419,Célibataire,0,false,5902 RU 36
23,M,431,Célibataire,0,false,4648 KZ 70
25,F,401,En Couple,3,true,3416 WH 47
40,M,1000,En Couple,2,false,3870 DZ 78
45,M,1247,En Couple,4,false,5923 ZZ 15
51,M,227,Seule,1,false,1496 GA 36
34,M,513,Célibataire,0,false,2010 IC 33
57,F,176,En Couple,1,false,8740 XL 29
65,M,1172,En Couple,4,false,8034 JQ 63
42,F,238,En Couple,4,false,4445 DN 87
69,M,245,En Couple,1,true,7831 GY 76
71,F,560,Célibataire,0,false,8517 SS 43
75,F,232,En Couple,0,false,5828 QQ 35
54,M,406,Célibataire,0,false,8105 UJ 16
21,F,561,Célibataire,0,false,2682 LU 74
28,M,400,Célibataire,0,false,5602 SF 12
44,M,585,En Couple,2,false,1749 RW 92
47,F,489,En Couple,1,false,1840 GV 81
37,F,427,Célibataire,0,false,9291 ZB 75
41,M,581,Célibataire,0,false,7679 GG 83
20,F,400,Célibataire,0,false,2638 QY 12
22,M,1399,En Couple,3,false,6003 SA 81
39,F,431,En Couple,3,false,3671 ID 28
33,M,225,Célibataire,0,false,717 SV 34
72,M,428,En Couple,2,false,7211 BH 24
47,M,585,Célibataire,0,false,5845 FF 47
28,M,152,En Couple,3,false,6791 EK 66
55,M,158,En Couple,3,false,9551 CP 18
46,F,156,Célibataire,0,false,9909 YF 84
52,F,431,Célibataire,0,false,8889 TJ 85
37,M,1399,En Couple,0,false,4503 QW 19
72,F,544,Célibataire,0,false,9240 UT 26
22,M,585,En Couple,3,false,8968 CB 58
43,F,447,En Couple,1,false,8032 ZZ 95
37,M,712,En Couple,0,false,9424 GG 52
39,M,461,En Couple,1,false,7435 QU 65
44,M,478,Célibataire,0,false,3470 CW 37
29,F,405,En Couple,3,true,2350 YF 29
22,M,591,En Couple,1,true,7853 DC 38
50,F,522,En Couple,2,true,7129 UW 72
29,M,407,Célibataire,0,false,1489 AY 73
79,M,530,Célibataire,0,false,5077 WT 89
59,M,202,En Couple,3,false,5753 FT 72
23,M,520,En Couple,2,false,5621 US 38
19,Homme,1094,En Couple,0,false,3356 TU 91
65,M,567,En Couple,4,false,6343 HB 87
40,M,563,En Couple,2,false,4910 KY 81
32,M,895,En Couple,1,false,882 SO 51
27,M,167,En Couple,1,false,6666 IH 71
42,M,1039,En Couple,1,false,3736 QL 65
57,M,1076,En Couple,0,false,6902 QR 67
45,F,483,Célibataire,0,false,2034 TV 88
30,F,407,En Couple,3,true,6868 RO 20
28,Homme,1388,En Couple,4,false,4536 QB 55
56,M,705,En Couple,1,false,7117 EK 32
20,F,234,En Couple,1,false,1433 ZS 58
75,M,492,Célibataire,0,false,5926 TI 54
29,M,445,En Couple,3,true,2780 FJ 92
29,M,1361,En Couple,2,false,5180 KR 83
57,F,598,Seule,2,false,647 OM 71
30,M,518,Célibataire,0,false,665 RB 70
22,M,1213,En Couple,1,false,2341 YH 47
23,M,1261,Célibataire,0,false,5310 BE 32
65,M,532,En Couple,1,false,5888 JI 45
58,M,588,En Couple,1,false,7961 HT 24
23,M,416,Seule,1,false,5351 XD 95
28,M,410,En Couple,4,true,9118 XY 71
29,Femme,1052,Célibataire,0,false,2534 JU 84
54,M,554,Célibataire,0,false,1279 QS 40
80,F,400,Célibataire,0,false,7347 JE 52
25,Homme,494,En Couple,0,true,9830 TZ 59
83,F,574,Seule,2,false,2476 UI 32
36,M,1002,En Couple,1,false,4583 CV 40
47,F,1223,En Couple,4,false,3803 FR 19
56,M,570,Célibataire,0,false,3233 WB 87
39,M,585,Seule,3,false,228 QF 53
50,M,926,En Couple,0,true,1019 KE 44
64,F,542,En Couple,0,false,6675 HP 38
31,M,774,Célibataire,0,false,7081 XH 56
53,M,486,En Couple,3,false,1585 IM 81
56,F,958,En Couple,0,false,3141 OS 89
23,M,800,En Couple,1,false,7678 IV 12
18,M,516,En Couple,4,false,2312 UR 44
23,M,451,Célibataire,0,false,2597 NH 12
47,M,225,En Couple,0,false,1345 DQ 89
41,M,543,Célibataire,0,false,5676 GK 69
30,M,1233,Célibataire,0,false,713 LF 57
79,M,164,En Couple,4,false,1763 FC 70
25,M,170,Célibataire,0,false,3543 RL 77
46,M,518,En Couple,1,false,1458 SL 58
40,F,504,En Couple,4,false,423 GR 18
51,M,1259,En Couple,1,false,3021 IE 66
33,F,591,En Couple,3,false,1763 TP 52
40,M,1198,En Couple,0,false,3665 GE 76
58,M,560,En Couple,2,false,1149 PS 34
22,M,181,En Couple,4,false,1814 GI 30
63,M,195,En Couple,4,true,4416 ZI 82
19,M,431,En Couple,3,false,5452 AY 64
32,M,550,En Couple,4,false,4451 NQ 21
80,M,447,Célibataire,0,false,6208 NE 93
57,M,1315,Célibataire,0,false,535 KE 97
20,M,1381,Célibataire,0,false,1942 NI 22
23,M,1267,Célibataire,0,false,9590 FS 53
37,F,1332,En Couple,1,false,7037 GQ 56
70,M,483,Célibataire,0,false,9412 ED 56
46,F,760,En Couple,0,false,928 DS 97
69,M,560,Célibataire,0,false,3295 VK 18
35,M,565,En Couple,0,false,7489 IU 45
80,M,176,En Couple,0,false,8321 AG 16
42,M,1331,Célibataire,0,false,494 LW 18
19,M,555,En Couple,1,false,1322 NQ 40
51,M,582,En Couple,4,false,4142 NA 70
40,F,472,En Couple,0,false,9000 IN 61
33,M,190,Célibataire,0,false,9442 AG 50
53,M,458,Célibataire,0,false,5248 GP 92
46,M,576,En Couple,3,false,7110 GL 75
59,M,837,En Couple,1,false,932 VN 65
61,F,222,Célibataire,0,false,6287 RV 56
29,M, ,En Couple,2,false,7276 FU 55
82,F,408,En Couple,3,true,4076 JL 27
58,M,516,En Couple,2,false,7807 RY 60
50,M,928,Célibataire,0,false,5350 VI 54
45,F,565,En Couple,1,false,4553 PU 15
72,M,545,Célibataire,0,false,4161 DD 73
28,M,525,En Couple,4,false,4900 FS 27
56,M,1294,Célibataire,0,false,3755 YZ 88
38,M,763,En Couple,3,false,3809 TB 68
50,M,943,Célibataire,0,false,5290 IX 88
23,M,441,Célibataire,0,false,285 LA 94
45,M,1087,En Couple,2,false,4400 EB 80
28,M,808,En Couple,1,true,9919 JN 58
30,F,551,Célibataire,0,false,9288 SN 98
30,M,172,Célibataire,0,false,4038 OD 16
22,M,174,En Couple,4,false,8647 XX 90
60,M,241,En Couple,2,false,1692 LC 17
29,M,434,En Couple,0,true,3037 BB 46
67,M,594,En Couple,3,true,9095 QM 94
31,M,831,En Couple,2,false,6452 FJ 77
70,M,453,En Couple,3,true,1268 PV 68
51,M,425,En Couple,1,false,7853 ZI 72
65,F,405,En Couple,3,false,701 RP 90
28,M,205,En Couple,2,false,7847 DP 52
45,M,926,En Couple,3,false,6962 LE 18
42,M,559,En Couple,0,true,6522 WL 42
42,F,415,En Couple,3,false,9104 GN 55
42,M,452,En Couple,3,false,6037 RI 25
80,M,564,En Couple,0,false,9263 KA 27
33,M,195,En Couple,4,true,9173 WM 82
36,F,753,En Couple,0,false,621 MC 88
46,M,1066,Seule,3,false,4303 QU 58
38,M,764,En Couple,1,false,1926 BI 95
24,F,812,Seule,3,false,2899 BE 65
36,M,572,En Couple,2,false,5997 WB 64
74,F,558,Célibataire,0,false,3401 PQ 77
46,M,597,En Couple,4,true,3185 UR 86
50,F,1075,En Couple,4,false,4453 CY 98
57,M,529,Célibataire,0,false,7979 HV 61
58,M,205,Seule,1,false,9699 CM 23
44,M,160,Célibataire,0,false,5324 PC 19
50,M,428,Seule,2,false,5485 XW 25
73,F,204,Seul,0,false,4017 OU 23
62,M,243,Célibataire,0,false,6210 IF 66
23,M,414,En Couple,1,true,6064 NM 33
19,M,1119,En Couple,1,false,7007 NC 49
48,M,167,Célibataire,0,false,6874 HA 31
70,F,550,Célibataire,0,false,1415 HL 23
26,M,164,En Couple,1,false,1577 JK 49
35,F,546,En Couple,4,false,5164 UM 37
34,M,1206,En Couple,3,true,1153 YH 11
35,M,991,Célibataire,0,false,1622 YD 77
39,M,567,En Couple,0,false,2752 OC 52
71,F,1117,En Couple,3,false,2263 RA 63
51,F,423,En Couple,4,false,3727 NC 78
19,M,524,Célibataire,0,false,5343 XR 23
28,F,241,Seule,3,false,256 LH 90
74,M,514,Seule,1,false,2484 IN 11
72,M,248,En Couple,0,false,2512 PA 18
21,M,419,En Couple,3,false,7255 WG 22
38,F,576,En Couple,4,false,7940 MU 83
22,M,1025,Célibataire,0,false,3571 YM 29
55,M,425,En Couple,0,true,2557 LN 27
30,Homme,492,Célibataire,0,false,287 KY 65
48,M,434,En Couple,3,false,8294 XR 42
82,M,550,Célibataire,0,false,6473 NX 33
23,M,561,En Couple,4,false,2898 KR 58
43,M,431,Célibataire,0,false,6170 HA 51
18,F,516,Célibataire,0,false,5248 MD 20
29,F,440,En Couple,4,false,9670 QR 32
54,F,1090,En Couple,0,false,377 QS 81
49,M,442,Célibataire,0,false,9162 MG 47
25,M,155,En Couple,3,true,1342 WK 97
51,M,1355,Célibataire,0,false,6846 GX 88
23,M,720,Seule,1,false,6764 BH 40
35,M,570,Célibataire,0,false,7107 RX 18
75,M,575,Célibataire,0,false,1913 JK 86
24,F,581,En Couple,3,false,3380 AP 65
57,M,866,?,2,false,742 DI 35
49,M,1324,En Couple,1,true,3542 YR 56
73,M,190,En Couple,0,false,5292 SP 31
58,M,592,Célibataire,0,false,7657 HI 50
34,M,206,En Couple,2,true,65 BI 89
41,M,764,En Couple,1,false,2374 QF 94
53,Féminin,907,Célibataire,0,false,4290 BC 14
35,M,531,En Couple,1,false,1952 XJ 55
21,F,823,Seule,3,false,248 XO 53
73,M,737,En Couple,1,false,9589 EL 98
19,M,1323,En Couple,1,false,6005 TA 69
23,F,1160,Seule,3,false,5964 IY 56
26,F,563,En Couple,3,false,1253 HR 56
22,M,193,En Couple,4,false,5463 GI 53
80,F,175,Célibataire,0,false,2735 HM 82
58,M,503,Célibataire,0,false,528 KN 38
31,M,453,En Couple,3,false,5892 ZX 29
48,M,221,Célibataire,0,false,1805 YD 97
23,F,528,En Couple,4,false,7308 CK 22
38,M,577,Célibataire,0,false,5597 GZ 11
19,F,944,En Couple,3,false,7821 MO 26
57,M,434,En Couple,0,false,7386 BC 38
35,M,499,En Couple,2,true,1893 WH 63
58,M,483,Seule,2,false,774 PM 49
45,F,578,En Couple,4,false,5373 BN 68
26,M,214,En Couple,2,false,5584 TR 66
29,F,434,En Couple,3,false,3686 AJ 53
34,Homme,1134,En Couple,2,false,7950 BI 32
18,M,540,En Couple,2,false,8461 BW 30
21,F,568,Célibataire,0,false,5314 UP 51
20,M,1052,Célibataire,0,false,2936 IU 23
43,F,198,En Couple,3,false,9111 IG 63
54,M,219,En Couple,3,false,1911 ZS 62
22,M,500,En Couple,1,false,4755 KO 52
52,M,757,En Couple,1,false,8406 FP 69
28,M,577,Célibataire,0,false,8564 JE 71
38,F,186,En Couple,4, ,6999 ST 58
33,M,220,En Couple,0,true,7237 JY 74
39,M,1292,Célibataire,0,false,4042 GC 19
69,M,778,Célibataire,0,false,8232 BS 61
18,M,574,En Couple,0,false,6471 QZ 27
67,M,225,En Couple,4,false,8746 SC 43
72,F,1006,Célibataire,0,false,928 AX 47
38,M,551,En Couple,2,false,5332 VV 79
30,M,1171,En Couple,3,false,5602 ZI 97
33,M,1169,En Couple,4,false,5397 LT 66
56,M,462,En Couple,2,false,3778 JS 45
24,M,472,En Couple,2,false,1851 EK 32
31,F,446,Célibataire,0,false,5569 ZC 26
24,M,1010,Célibataire,0,false,4985 ZK 86
80,F,436,En Couple,2,false,697 MN 56
26,M,411,Célibataire,0,false,1664 JP 94
39,Féminin,492,Célibataire,0,false,9871 VC 96
35,M,528,En Couple,1,false,8328 MF 87
63,M,563,En Couple,2,true,2577 PA 69
19,M,235,Seule,2,false,2757 LG 33
29,F,555,En Couple,4,true,7 PJ 31
80,F,925,En Couple,4,false,4324 GQ 50
45,M,199,En Couple,2,false,84 ID 38
20,M,154,Célibataire,0,false,349 FW 17
40,M,407,En Couple,0,true,5796 PC 95
34,F,553,En Couple,0,false,848 IM 96
22,M,1013,En Couple,2,true,2669 JP 35
31,M,1131,En Couple,3,false,1386 IE 27
51,F,1267,En Couple,0,false,8256 BV 18
23,F,425,En Couple,0,false,1823 WH 38
62,M,1063,Célibataire,0,false,9382 PY 39
25,M,1068,En Couple,1,false,3182 IZ 38
81,M,1132,Célibataire,0,false,6837 ED 83
59,M,1327,En Couple,3,false,9010 IH 28
18,M,593,Célibataire,0,false,7049 KR 79
41,M,1109,En Couple,3,false,397 AS 95
63,M,521,En Couple,0,false,9933 TU 16
59,M,561,En Couple,0,false,6909 BM 77
72,M,196,En Couple,0,false,2578 TX 82
23,M,506,Célibataire,0,false,473 GY 75
56,M,494,En Couple,1,false,4740 VE 61
26,M,501,En Couple,3,false,8418 GC 36
21,M,207,En Couple,1,false,5002 CX 84
57,F,478,En Couple,3,false,7076 DT 49
21,M,1041,En Couple,2,true,292 NR 18
36,F,869,En Couple,0,true,3364 YZ 74
27,F,738,En Couple,2,false,8829 KU 13
62,M,456,Seule,2,false,3617 ZQ 18
52,M,179,En Couple,2,false,376 YA 18
26,M,539,En Couple,1,false,2084 CH 13
28,F,1187,En Couple,2,false,323 SD 69
27,F,217,En Couple,1,true,7138 TF 75
51,M,195,En Couple,4,false,217 YQ 91
35,F,213,En Couple,4,false,8806 KT 70
33,M,549,Célibataire,0,false,5785 PF 65
49,M,775,En Couple,3,false,1065 YR 81
35,F,241,En Couple,4,false,2882 GE 37
18,F,1389,En Couple,1,false,716 IK 14
41,M,551,En Couple,2,true,9737 LM 75
30,F,207,En Couple,1,false,2714 VZ 83
49,M,447,En Couple,1,true,862 UI 49
42,F,1163,En Couple,0,false,7529 WZ 55
65,F,226,En Couple,1,false,3901 OD 93
33,F,747,En Couple,1,false,199 FU 19
83,M,1128,En Couple,0,false,8024 SF 32
29,M,1073,En Couple,3,false,5374 MP 39
51,F,472,En Couple,3,false,4959 XG 61
79,F,558,Célibataire,0,false,6466 TQ 48
23,M,228,En Couple,0,true,3818 TR 51
24,M,424,En Couple,4,false,8367 AT 93
50,F,514,Célibataire,0,false,1770 XG 36
-1,F,407,En Couple,2,false,8941 SB 11
56,M,452,Célibataire,0,false,8382 AJ 30
25,M,455,Célibataire,0,false,542 FY 61
60,M,213,En Couple,4,true,3065 HF 32
59,M,-1,Célibataire,0,false,6908 NS 23
31,M,1270,Célibataire,0,false,7790 ZW 42
40,F,902,Célibataire,0,false,8621 YX 64
46,F,471,En Couple,0,false,7862 UW 89
36,M,909,En Couple,2,false,5041 CS 32
21,F,990,En Couple,4,false,2742 CT 26
42,M,586,Célibataire,0,false,6992 SX 29
82,F,550,En Couple,3,false,6044 AG 47
35,M,536,En Couple,4,false,8109 EH 10
22,M,1278,Célibataire,0,false,4336 TO 22
75,M,866,En Couple,4,true,2071 HV 50
48,F,576,En Couple,1,false,3285 QU 90
59,M,1398,Seule,1,false,6037 RN 25
23,M,1231,En Couple,3,true,3815 PJ 89
74,M,731,En Couple,2,false,2359 FS 89
73,F,516,En Couple,1,false,5819 YK 73
26,M,203,Célibataire,0,false,1674 KH 55
31,F,930,Célibataire,0,false,4708 EQ 26
45,M,435,Célibataire,0,false,6689 PR 31
72,M,453,Célibataire,0,false,6474 YY 98
26,M,1124,Seule,3,false,542 TY 21
28,M,505,En Couple,2,false,1362 ZA 61
30,M,466,En Couple,0,false,1385 UD 44
38,F,530,En Couple,3,false,3995 AM 78
32,M,210,En Couple,1,false,1077 PW 88
78,M,1090,Célibataire,0,false,8573 LV 88
81,M,773,En Couple,4,false,7391 OO 22
22,M,456,En Couple,0,true,2441 XF 52
49,Femme,488,Marié(e),1,true,3856 UV 21
35,M,554,Célibataire,0,false,2845 IY 27
47,M,573,Célibataire,0,false,3048 NA 56
62,M,566,Célibataire,0,false,1663 DF 40
58,M,571,En Couple,0,false,179 SA 15
56,F,236,En Couple,2,false,4543 KI 76
27,F,426,Célibataire,0,false,2133 YD 94
39,M,568,En Couple,4,false,9479 ZH 25
21,M,599,En Couple,2,false,6655 VU 33
71,F,546,Célibataire,0,false,2188 IU 34
21,M,596,En Couple,0,false,9129 GD 12
35,F,164,En Couple,1,false,5563 QX 17
77,F,542,Célibataire,0,false,8680 JF 88
63,M,487,Seule,1,false,8238 OI 57
33,F,155,Célibataire,0,false,4807 BI 26
56,F,241,En Couple,0,false,2183 ZH 97
43,M,1053,En Couple,1,false,1663 KB 75
53,F,572,En Couple,0,true,7810 TI 77
21,F,156,Célibataire,0,false,1552 QJ 61
57,F,419,Célibataire,0,false,2676 NS 40
39,M,1202,En Couple,1,false,9863 QT 29
50,M,842,En Couple,1,false,2976 OZ 92
51,Masculin,405,En Couple,2,false,7833 RE 75
27,M,555,Célibataire,0,false,3822 OX 53
67,M,590,En Couple,0,false,3524 HM 14
58,M,964,En Couple,1,false,5267 ZJ 40
20,M,569,En Couple,3,true,7506 GI 15
50,M,1212,En Couple,0,false,222 DZ 62
60,M,578,Célibataire,0,false,2582 CA 92
37,M,1057,Célibataire,0,false,694 CZ 63
26,F,743,Célibataire,0,false,4382 YV 17
51,M,493,En Couple,4,true,4079 GI 45
21,M,566,Célibataire,0,false,7345 TN 39
45,M,936,Célibataire,0,false,3619 MD 43
41,M,171,En Couple,3,false,6865 VR 19
21,M,451,Célibataire,0,false,7611 DH 83
54,M,476,En Couple,1,false,6472 XW 83
33,M,1200,En Couple,0,false,1046 ZN 18
22,F,557,En Couple,0,false,3820 TM 15
48,F,519,En Couple,1,true,606 CH 15
29,M,541,En Couple,0,false,1516 AI 87
31,M,552,En Couple,0,false,9112 ID 51
30,M,1359,Célibataire,0,false,8465 FM 25
19,M,1192,Célibataire,0,false,7585 NV 89
32,M,247,En Couple,3,false,6816 XF 44
50,F,414,En Couple,0,true,1539 YZ 72
25,F,439,Célibataire,0,false,2309 VT 92
82,M,891,En Couple,2,false,4320 BP 66
28,M,598,En Couple,0,false,5543 IJ 55
61,Masculin,218,Célibataire,0,false,8115 XQ 92
46,M,486,Célibataire,0,false,6792 UK 10
55,M,1215,Célibataire,0,false,3764 ET 60
41,M,816,En Couple,2,false,9939 AS 48
27,F,235,En Couple,2,false,4082 TB 59
66,M,591,Seule,3,false,8398 KF 35
39,M,402,Célibataire,0,false,6488 JR 12
49,M,410,Célibataire,0,false,5688 EN 49
18,M,181,Célibataire,0,false,2794 YJ 91
35,F,507,En Couple,3,false,2921 WB 31
51,F,478,Célibataire,0,false,1975 VW 70
22,F,190,En Couple,2,false,8246 HZ 23
26,M,480,?,0,false,9878 LK 47
25,M,524,Célibataire,0,false,8363 IS 32
77,F,1266,En Couple,3,true,9690 XC 24
55,M,549,En Couple,1,true,337 QA 49
59,M,817,Célibataire,0,false,5088 UT 83
40,M,210,Célibataire,0,false,4120 OP 67
33,M,1335,En Couple,0,false,702 YA 17
20,M,439,Seule,2,false,4843 DT 18
74,F,202,En Couple,2,true,8835 PU 69
41,M,1185,Seule,1,false,2880 AK 12
62,M,495,Célibataire,0,false,571 WL 68
80,N/D,756,Célibataire,0,false,9399 CH 54
32,M,902,En Couple,0,false,8954 BV 17
18,M,440,En Couple,0,false,7704 BQ 94
53,M,885,En Couple,4,false,8013 AU 35
23,M,578,En Couple,3,true,9703 TK 84
54,M,1293,Célibataire,0,false,7326 GE 72
35,M,545,Célibataire,0,false,5217 TT 70
64,F,213,Célibataire,0,false,2687 GR 82
68,M,237,En Couple,1,false,7086 HL 84
81,M,1149,Célibataire,0,false,3627 UC 54
33,M,446,Célibataire,0,false,3551 GM 35
47,M,850,Célibataire,0,false,4906 IK 24
34,F,181,En Couple,2,true,3518 DP 42
30,F,180,Célibataire,0,false,6939 AL 42
38,M,172,En Couple,4,false,3586 PZ 58
38,M,408,En Couple,2,false,9512 ON 61
57,F,1298,En Couple,2,false,7898 NU 83
28,M,555,Célibataire,0,false,3256 LO 38
79,Homme,1378,En Couple,1,false,6271 RK 62
59,M,1228,En Couple,2,true,6070 WJ 97
18,F,444,En Couple,2,false,4036 IO 75
72,M,760,En Couple,1,false,7804 SW 57
30,F,491,Célibataire,0,false,3127 OM 72
31,F,591,En Couple,2,true,4717 HU 85
62,Homme,775,Célibataire,0,false,7759 YV 85
70,F,967,En Couple,4,false,2147 TM 26
19,M,428,Célibataire,0,false,6989 YN 34
68,F,162,Seule,1,false,9783 DK 44
60,M,184,En Couple,4,false,3741 DN 64
26,F,593,Célibataire,0,false,4807 NB 23
47,F,1131,En Couple,2,false,2052 GU 94
64,M,740,Célibataire,0,false,2591 NH 59
80,M,401,En Couple,2,false,7409 WP 36
49,M,1037,Célibataire,0,false,4627 XY 43
20,M,429,En Couple,0,false,4781 VO 39
50,M,1220,Célibataire,0,false,624 MO 44
66,F,422,En Couple,1,false,5421 UE 67
25,M,1140,Célibataire,0,false,7424 FE 52
43,F,479,Célibataire,0,false,4716 PF 68
31,M,592,En Couple,0,true,3044 RO 82
78,M,225,En Couple,4,false,1891 GI 93
18,F,448,Célibataire,0,false,4969 ID 18
20,F,504,En Couple,4,false,5011 YG 36
54,M,498,Seule,3,false,1318 WC 81
63,F,1056,En Couple,1,false,4615 NJ 89
24,M,401,Célibataire,0,false,7978 DW 57
38,F,756,Seule,1,false,8853 AF 90
66,F,480,En Couple,2,false,6752 MQ 63
25,M,577,En Couple,1,false,3243 BW 75
23,M,539,Seule,2,false,2892 QQ 34
50,M,505,Célibataire,0,false,9091 UT 85
45,F,1034,En Couple,2,false,3884 XZ 93
70,M,529,En Couple,1,false,9825 GK 93
49,M,418,En Couple,0,true,7049 TG 31
31,M,467,En Couple,0,true,8785 JM 89
37,F,546,En Couple,0,false,9461 GT 74
23,M,552,En Couple,3,false,1036 ER 19
25,M,541,Seule,1,false,4525 RH 81
40,M,449,Célibataire,0,false,2081 QP 11
33,M,975,En Couple,0,false,4375 CO 34
47,M,545,En Couple,0,false,3373 JD 30
27,F,572,En Couple,2,false,5538 OJ 16
39,F,514,Célibataire,0,false,4694 YI 12
25,M,528,En Couple,0,true,9034 CI 88
57,F,1173,En Couple,1,false,7065 VN 49
33,M,1172,En Couple,1,false,8130 NL 71
28,M,406,En Couple,2,false,6305 QI 77
19,M,194,En Couple,1,false,1385 OM 44
57,F,467,Seule,2,false,849 FG 16
56,M,493,Célibataire,0,false,5768 BW 58
54,M,763,Célibataire,0,false,5974 WV 44
51,M,508,En Couple,2,false,9056 NJ 68
22,M,515,Célibataire,0,false,3303 BW 94
28,F,414,Célibataire,0,false,3406 FI 37
46,F,211,En Couple,3,false,9975 QK 92
54,M,715,Célibataire,0,false,2873 DQ 15
53,M,593,En Couple,0,false,4847 WP 33
20,F,873,En Couple,0,false,8176 PT 11
42,M,160,Seule,3,false,6998 PF 50
19,M,480,En Couple,1,false,5197 MN 30
26,M,583,Célibataire,0,false,6827 RW 36
64,M,1327,Célibataire,0,false,5542 XS 54
83,M,904,En Couple,0,false,9126 SJ 87
35,M,458,En Couple,2,false,2969 CZ 69
48,F,419,Célibataire,0,false,124 XG 28
37,F,511,En Couple,1,false,7165 TY 65
55,M,1040,En Couple,0,true,3450 FV 76
30,Masculin,494,En Couple,1,false,4357 YR 27
27,M,730,En Couple,4,false,7879 FT 73
58,M,1026,En Couple,1,false,7453 PA 75
73,M,821,En Couple,3,false,4692 KS 64
47,M,1114,En Couple,2,false,4397 GY 35
52,M,1221,Célibataire,0,false,7388 EL 52
41,M,590,En Couple,1,false,5251 BS 94
50,M,182,En Couple,2,false,4582 JX 18
43,M,984,En Couple,4,false,6683 JS 18
38,M,533,En Couple,0,true,9504 JJ 96
43,M,410,En Couple,1,false,1224 EN 70
43,M,917,En Couple,2,true,2755 HB 95
81,F,517,En Couple,2,false,3721 XZ 33
20,M,508,En Couple,1,false,515 HU 42
